stock,open,low,high,close
stockY,52250.05,51058.85,54741.68,53662.05
stockA,29855.62,26668.93,38531.77,28789.68
stockQ,40148.40,30621.79,46377.92,36003.80
stockQ,23141.13,19498.89,28607.13,26449.56
stockG,57711.50,41978.18,67811.26,61221.54
stockV,34067.31,32324.20,44494.47,33249.97
stockY,43042.48,36309.09,51514.88,42434.42
stockF,38443.88,38341.87,43164.97,41435.55
stockG,34788.39,34620.17,39198.53,35399.63
stockK,43248.98,41433.64,47841.41,47057.68
stockE,45216.11,31754.28,47197.63,37786.27
stockX,37432.69,29409.82,40085.81,37575.76
stockW,42066.22,40802.91,44131.13,42029.55
stockS,28693.95,17683.13,39454.61,22195.54
stockV,41193.37,32094.29,42411.09,32645.01
stockJ,36834.40,36145.96,39551.41,37806.35
stockM,32871.62,30848.87,34879.79,31451.44
stockA,50048.88,44284.71,51439.63,50530.35
stockV,46467.05,39434.66,52307.65,52267.12
stockJ,39576.94,13070.88,39766.76,13426.04
stockQ,49626.50,45095.33,52542.86,47017.71
stockU,36980.77,22440.64,40175.93,32253.13
stockG,28330.00,27207.19,28483.85,28262.71
stockS,35478.79,25156.60,59692.35,44430.76
stockO,26303.62,24934.37,49632.76,37196.23
stockY,24957.74,20711.16,26841.78,26541.52
stockC,46779.42,36104.31,52116.93,45318.15
stockZ,38270.43,36585.75,39254.14,37241.57
stockK,38057.15,35526.07,38932.54,38870.82
stockA,50824.99,27712.42,51286.13,51194.21
stockN,46201.36,30333.74,60578.55,38476.34
stockH,44693.20,43167.93,63302.70,51601.69
stockX,41344.37,37897.36,49588.79,40896.23
stockR,38671.05,31779.79,40924.64,39339.74
stockQ,40300.42,37770.65,48495.57,44106.99
stockA,34402.40,20772.77,34667.14,26545.19
stockT,31344.93,30933.55,31874.16,30962.84
stockH,25413.86,24315.80,28578.58,26305.39
stockQ,57380.32,33303.31,60197.91,40143.53
stockV,53906.58,35202.98,58669.04,55412.10
stockS,53369.51,36283.12,53539.70,46324.27
stockS,43475.63,15478.33,48655.22,38338.49
stockY,33982.47,33509.21,39369.65,36068.78
stockI,47614.77,47271.53,47691.65,47690.26
stockN,20486.92,20384.45,43771.16,32686.37
stockV,46379.30,38802.81,51308.75,43042.18
stockH,39117.82,35451.02,43055.71,41554.24
stockN,38824.44,38767.45,39185.48,38908.06
stockH,50344.19,25338.81,61400.57,48516.57
stockB,38757.66,26993.88,42138.01,41640.82
stockM,33009.66,31975.93,47357.01,45938.28
stockK,58475.91,55333.15,64691.86,61162.30
stockE,34756.21,33084.08,44715.74,40626.82
stockY,29273.78,25312.43,31727.55,31622.05
stockZ,46928.93,42609.48,48425.71,43592.52
stockW,22733.54,22688.55,49096.73,42917.30
stockP,36177.24,36005.00,41656.20,41600.57
stockL,45485.28,41464.52,55607.30,46435.95
stockK,41971.34,22164.22,71651.95,58895.09
stockG,29378.67,25618.30,29946.82,27508.90
stockS,16669.11,7954.91,21420.92,21385.75
stockH,31113.10,28669.23,42808.89,35345.65
stockA,58898.23,19647.76,60035.30,39168.32
stockI,40659.49,33182.00,51855.47,37185.38
stockR,49325.60,46348.06,49422.00,49287.08
stockU,48831.33,39955.18,49722.58,48285.61
stockM,22125.23,18354.74,35758.13,18808.48
stockV,41035.69,33580.48,44075.73,41622.70
stockF,43894.10,42456.89,44110.73,43126.49
stockI,44839.81,36244.92,48071.33,45668.18
stockL,44191.17,38757.02,44810.75,39724.90
stockJ,35342.82,29487.53,42061.61,33802.56
stockS,51065.49,31089.71,52143.69,38785.05
stockU,50811.54,36476.83,54017.19,46666.38
stockI,35009.81,34611.48,46502.79,41012.29
stockX,41835.57,41530.82,43009.10,41834.68
stockG,20028.35,19838.78,24635.01,22274.28
stockR,44015.84,43916.93,45004.28,44156.69
stockR,47503.41,44000.73,48836.17,47871.51
stockE,60801.33,53655.28,64860.05,62461.18
stockC,42536.93,31155.56,49894.58,32520.80
stockF,36207.65,20934.66,36822.43,32363.02
stockQ,25267.94,22965.65,26193.54,25230.26
stockS,36248.82,34069.80,51736.09,47196.73
stockA,17757.25,12434.86,42311.26,12887.22
stockK,41890.09,39947.54,45891.31,42872.19
stockF,43037.97,41505.17,43923.29,42426.07
stockG,42877.86,40928.46,44967.64,42120.78
stockM,57003.81,42656.35,60129.38,59303.33
stockG,48492.28,45283.40,53625.12,48210.61
stockR,47429.32,40706.61,47497.84,42889.45
stockO,10384.10,3129.50,14250.83,9217.46
stockW,37630.11,31784.11,50918.32,33420.88
stockJ,28411.50,24041.67,44798.58,28938.62
stockV,36477.24,26823.40,50930.21,39875.08
stockS,50542.25,49868.66,53425.29,50808.81
stockX,38300.77,30875.58,39610.34,38092.81
stockW,45526.47,40311.60,49143.53,42933.23
stockY,39614.17,39345.02,42439.47,40922.97
stockR,38615.98,34098.01,42918.03,35378.79
stockC,39689.93,36444.68,40894.95,40175.23
stockP,38048.38,35273.93,43574.84,36980.95
stockB,32297.92,30420.44,33889.24,31438.70
stockA,32785.01,28204.03,50459.98,40608.05
stockK,36910.98,33871.61,37948.39,36041.23
stockV,60148.24,36889.97,60563.02,58672.81
stockT,25888.63,25716.74,27176.66,27016.30
stockP,37629.51,33557.72,49196.88,46295.31
stockH,44120.62,35960.12,50282.30,42548.81
stockT,30079.79,30078.03,30092.50,30090.49
stockD,38807.01,34958.84,47525.54,35176.39
stockO,52222.96,39443.31,53302.05,48267.36
stockT,60291.52,27092.08,61299.71,53017.92
stockL,37831.50,24377.59,48617.57,42082.26
stockG,32510.20,32093.61,33491.22,32455.10
stockY,44129.40,43997.70,47589.78,44532.67
stockF,26558.72,14201.30,42620.35,22119.83
stockL,20604.74,20134.28,45729.82,20509.01
stockN,19714.28,16385.99,34470.08,25922.51
stockS,42417.15,11750.98,55598.29,26370.20
stockL,57207.76,47090.27,58750.76,55486.90
stockZ,39350.87,35829.20,45999.33,40455.26
stockU,37156.60,33545.38,42045.76,37727.51
stockE,32274.34,27432.03,43622.14,31304.58
stockR,24273.71,11042.80,40717.64,14076.01
stockA,33584.13,31058.11,40199.67,32778.77
stockK,47137.00,38160.78,47833.46,47580.89
stockM,48901.45,26145.47,56901.36,42996.28
stockY,45420.37,36363.67,48340.15,45493.03
stockM,42832.84,39121.24,53932.00,47667.23
stockS,35229.60,32921.71,40496.53,36672.81
stockC,36771.17,36484.67,36862.12,36848.25
stockA,47844.99,44887.73,49784.30,48285.05
stockL,40343.67,36240.30,50035.37,49592.02
stockS,55643.95,36017.42,57747.79,54441.03
stockA,46594.02,16713.29,66440.53,57187.37
stockE,43763.82,40581.15,45652.47,44287.09
stockT,19750.03,9043.87,49973.47,38872.54
stockS,39960.99,37456.59,43253.43,41263.81
stockO,45346.03,25288.70,51763.01,35214.15
stockM,49054.57,23748.23,49980.47,37377.35
stockH,21010.86,17287.90,38256.08,36259.77
stockO,28505.58,27840.57,29166.01,28139.86
stockY,23563.19,17711.32,32806.06,21918.94
stockN,43909.81,41847.81,43948.94,42421.30
stockJ,39451.77,29872.31,46824.24,39222.76
stockU,44912.15,38104.75,51414.98,39118.98
stockS,44984.09,34176.39,50717.10,49340.14
stockK,26687.50,23939.86,32573.73,24384.85
stockA,37868.04,37427.86,38388.70,37749.99
stockE,41872.66,33539.79,48400.78,38273.86
stockE,30145.26,29828.70,30909.41,29926.69
stockP,63646.64,45944.04,68379.60,53594.38
stockC,32258.95,29932.21,37173.01,32861.52
stockO,58559.14,34387.87,64408.29,51669.01
stockO,45229.93,41294.12,48936.70,42700.70
stockZ,45547.25,41881.50,54193.45,46636.83
stockF,42843.25,39718.95,45237.77,44815.81
stockA,44468.15,42745.04,44522.58,43744.31
stockH,33385.14,33047.18,37119.78,33161.88
stockC,22509.94,22441.05,40213.83,39698.08
stockM,51623.73,51453.16,52052.39,51915.63
stockJ,45477.68,16520.97,46803.25,44952.95
stockC,43517.47,38535.68,44380.58,42837.29
stockX,50154.19,36133.28,51868.29,38244.68
stockY,45348.88,40600.69,45729.37,45289.51
stockR,34602.55,27180.46,37722.99,37122.45
stockO,18674.72,15015.53,44526.52,24968.66
stockT,43535.76,31099.20,46007.54,42842.11
stockK,37097.89,24623.45,40996.89,33822.09
stockR,64524.08,43547.65,65225.46,54898.12
stockN,41229.81,28979.69,50771.49,34672.53
stockM,31167.19,30170.36,31178.95,30219.14
stockM,40924.51,36817.49,48385.71,44353.73
stockA,29143.62,21320.37,47323.69,41543.67
stockY,49494.60,35046.27,49750.47,45315.30
stockB,28828.96,28072.58,34592.83,29199.54
stockW,40121.28,40085.47,48096.34,42306.60
stockY,32512.70,30365.56,34432.79,32836.73
stockY,34166.86,29669.00,52752.11,52168.85
stockZ,29424.50,28485.92,29706.81,29538.40
stockO,33509.90,30600.78,45167.77,38212.87
stockE,44969.04,44745.04,45216.05,45172.19
stockO,42617.35,25938.99,43776.20,41038.25
stockN,39076.92,35996.15,50675.82,44871.66
stockR,40258.56,37284.47,41518.32,39743.12
stockL,30865.48,22403.25,32987.24,29111.23
stockN,39316.21,29858.29,39826.10,33892.08
stockN,44790.59,39749.93,50184.52,47956.39
stockK,37033.42,29643.73,37166.67,30154.65
stockC,40445.71,38233.06,44495.36,41647.29
stockL,41779.56,28235.95,46144.57,32214.33
stockZ,29686.70,24863.13,35216.76,30840.20
stockC,37246.16,35942.66,43686.97,41870.30
stockR,33659.89,32163.49,33995.42,33222.85
stockX,39100.56,29764.78,50163.96,31403.50
stockV,41018.02,31162.76,46374.76,40150.06
stockO,44006.98,37529.78,48397.58,41508.84
stockW,40696.51,40610.87,40743.16,40720.85
stockD,56036.74,55883.71,57204.75,56017.04
stockN,40250.92,30596.00,47496.76,46205.61
stockM,6154.90,4935.61,46306.97,45845.55
stockO,36860.99,35591.00,39846.34,36785.28
stockL,33229.48,27218.41,45748.24,27725.07
stockL,32976.24,27168.18,33350.87,28946.21
stockJ,36581.41,32878.42,38497.79,33843.30
stockW,47444.77,43542.51,50719.70,46439.96
stockP,40814.04,39648.66,50960.47,42435.30
stockC,34049.50,22715.13,42909.23,30578.00
stockM,18318.77,17509.81,40214.04,39202.64
stockV,51874.31,48788.15,54420.39,51065.42
stockP,39203.45,38336.20,39212.91,39110.52
stockU,27428.96,19018.99,29326.45,25027.52
stockX,27954.77,26037.33,37577.98,32062.15
stockW,27618.58,21730.85,33137.03,32624.94
stockE,27312.98,23329.84,29660.28,26615.86
stockK,44984.83,43788.80,50221.99,45789.07
stockO,45462.57,34412.90,48539.06,41180.34
stockF,28364.80,23341.05,59209.67,55429.47
stockG,32659.66,25702.88,44193.02,33049.31
stockP,41940.02,39334.95,44524.68,39627.96
stockS,40372.33,37890.70,41865.08,38582.96
stockO,23178.38,23038.36,23621.20,23165.89
stockC,35957.74,33950.45,38965.57,37159.14
stockJ,31170.64,19229.33,36170.39,20594.22
stockW,38397.05,23881.00,56649.03,26175.65
stockV,42832.57,32269.61,47456.78,41138.90
stockS,43627.48,31407.13,47437.36,42296.38
stockP,36161.88,12373.99,41394.32,33359.95
stockQ,24715.03,20339.36,40674.15,23874.26
stockH,23146.33,22929.72,50840.36,37271.66
stockO,32669.85,31541.09,46686.98,33267.44
stockM,37855.79,35136.56,38583.29,35286.70
stockL,53682.05,39749.60,58450.78,48583.25
stockP,41158.08,29692.45,41832.73,40664.99
stockG,36447.85,25763.54,43062.60,30559.20
stockE,38048.14,33681.39,39145.52,34510.40
stockR,36196.27,35560.31,39548.05,38521.16
stockK,21193.22,17991.38,32134.27,25608.56
stockJ,37984.52,37025.11,39996.78,38478.14
stockC,43173.12,43154.70,47669.38,47060.37
stockY,40113.06,39613.49,40182.15,40016.83
stockF,41608.41,37616.79,46488.64,39944.09
stockK,45938.45,41461.53,47065.23,44949.65
stockZ,15971.41,7810.52,16542.77,15452.21
stockS,38943.50,34444.16,46417.82,46132.03
stockM,27351.02,25275.16,27739.69,26300.70
stockN,15592.95,10140.11,34523.25,26255.00
stockL,52405.45,19971.86,59607.54,38172.61
stockJ,29906.14,24722.31,50594.64,31229.66
stockH,25706.87,24349.13,27506.65,26156.91
stockJ,39105.85,29785.64,58289.00,33905.61
stockF,44371.88,43248.20,47271.03,44344.00
stockY,50094.45,49790.99,50811.04,49906.87
stockD,51808.92,50824.60,52450.92,52133.59
stockW,44449.11,43659.04,47174.00,44010.20
stockU,25634.46,25252.33,30877.77,27749.03
stockL,31098.99,28712.99,34798.62,31937.45
stockA,28704.08,25930.67,33356.95,29902.43
stockN,34869.16,31918.60,47864.64,42281.91
stockI,29997.33,24217.49,34060.59,33676.67
stockA,52848.52,51863.74,57008.90,55815.43
stockS,37119.44,35136.56,37126.58,35545.24
stockT,36639.16,35178.39,37417.62,36521.43
stockJ,24160.92,19251.89,29310.84,21063.23
stockO,33863.30,22059.29,47896.63,36827.52
stockY,16365.76,9946.83,17623.94,15127.38
stockI,53463.41,39378.87,63708.81,42555.17
stockK,36723.04,36057.00,37172.12,36933.56
stockP,38000.34,25012.70,40022.08,30558.29
stockC,23100.43,12431.50,44297.70,17901.02
stockI,24218.08,19525.06,26928.36,23513.37
stockA,29693.89,29522.54,30669.38,30010.61
stockF,35684.65,35215.97,38209.61,35436.31
stockW,35780.54,34231.92,39609.93,35939.41
stockJ,21767.37,20997.13,24718.58,24687.73
stockN,38855.86,27297.32,41084.22,36134.54
stockC,54424.53,47771.23,54864.10,51105.12
stockS,40072.32,37181.45,41452.84,41014.25
stockF,35192.17,28934.23,36585.96,33480.44
stockF,22970.14,21883.47,23116.90,22845.65
stockT,32007.18,29472.58,56444.86,40713.64
stockB,46792.15,30129.97,47657.55,43365.93
stockY,48485.06,37359.54,48800.16,39122.17
stockK,45532.53,42125.75,49634.14,48877.98
stockK,44852.31,29967.20,45870.07,43852.59
stockS,39536.13,38375.75,39739.88,38858.94
stockI,35010.39,22032.52,53024.26,25609.34
stockB,40012.28,34853.43,40106.98,37987.08
stockP,43562.62,30306.80,54235.89,37525.08
stockJ,41658.03,40914.36,41879.37,41827.63
stockU,39543.74,31964.93,43026.97,34984.34
stockG,33758.98,32417.65,37885.62,34590.64
stockG,54947.29,41703.22,59827.81,51731.22
stockJ,38183.03,35492.59,38212.54,36353.27
stockJ,41401.61,23355.77,47040.90,41130.88
stockE,40855.75,37875.65,56259.21,56149.80
stockQ,22647.92,19950.94,22886.04,21293.97
stockG,36662.32,36009.99,37111.20,36504.74
stockY,31098.00,24801.59,31139.58,28877.72
stockT,36704.92,31759.14,37358.78,35816.85
stockE,25605.78,19866.00,35845.75,26554.34
stockD,32372.80,26483.36,45985.57,29585.09
stockZ,61174.80,53357.25,61962.24,56854.13
stockS,31053.93,10945.32,60287.13,38464.43
stockV,41466.27,39411.50,44955.85,44658.83
stockE,17951.35,17777.71,37892.10,29437.04
stockS,28256.61,23187.40,28876.96,26916.20
stockB,50553.53,19230.13,56950.75,40254.05
stockX,31554.09,31087.29,31665.93,31226.70
stockD,53743.38,39359.35,59953.14,48306.28
stockG,29702.59,28859.00,53002.36,33922.77
stockR,41336.59,41267.29,43913.87,42807.95
stockK,38217.69,38098.57,39703.38,39675.56
stockY,27535.06,27530.48,27996.05,27856.86
stockQ,23817.75,22826.26,32061.84,30008.18
stockN,37411.26,36360.86,40312.67,38722.57
stockG,31845.81,28074.42,39055.79,35749.41
stockJ,46147.63,45404.02,50645.93,46560.44
stockW,31869.50,31011.07,38735.22,34108.82
stockS,39965.73,38642.74,42984.51,40685.54
stockN,28073.41,14980.45,45396.98,28332.55
stockN,49642.44,49471.52,50042.45,49550.01
stockW,52804.91,44435.24,55888.91,55831.50
stockC,36630.59,30128.15,44877.71,34411.12
stockF,56737.90,49181.39,61459.13,56657.68
stockV,33522.79,24967.64,50736.87,47447.24
stockH,38873.76,38126.73,39667.26,38200.15
stockK,27359.96,21456.84,44467.90,41452.47
stockZ,40994.08,26158.38,46492.65,28735.80
stockV,40779.57,30679.92,47817.75,39734.90
stockV,35970.08,34105.06,38729.70,34418.97
stockF,48679.14,48160.73,51498.68,48491.50
stockO,47697.89,44879.05,60762.95,58330.24
stockL,33334.48,29516.72,36935.36,35968.81
stockJ,49442.06,41640.84,54612.49,45128.77
stockS,47879.80,44497.45,51150.80,50611.80
stockE,27488.29,27435.37,32437.71,29650.85
stockZ,27037.55,24845.19,33178.80,29029.85
stockU,54709.57,42960.58,66918.83,49299.24
stockY,42239.01,40363.01,66088.27,40969.58
stockR,42287.00,24675.31,56091.97,48056.00
stockP,44402.70,26584.63,50682.59,47144.61
stockH,38958.14,38695.90,40897.32,38848.06
stockY,38350.11,32264.85,43577.19,40564.58
stockF,43179.87,40285.22,47087.73,41577.91
stockG,41162.64,35272.27,52210.47,42403.82
stockF,30559.70,26345.61,35153.04,30530.06
stockL,30491.31,29581.08,37106.68,34540.68
stockB,44338.59,30628.61,46169.17,45121.17
stockW,45228.36,42285.17,50728.33,43215.87
stockI,45453.90,31475.52,65119.08,46967.02
stockK,47793.66,45423.04,50173.93,46979.56
stockL,50533.31,37708.67,58917.15,50072.26
stockT,29344.98,19069.43,31881.61,24967.91
stockC,40091.71,31444.28,42509.40,35371.21
stockI,35582.98,31400.78,40030.70,32537.06
stockJ,35641.79,32488.77,42478.57,39437.47
stockY,44190.31,42548.79,44701.37,43750.85
stockA,48737.11,33238.49,51236.42,39114.11
stockD,39705.30,32042.79,42051.80,34090.03
stockD,33338.00,31893.44,40182.04,39984.85
stockO,30913.48,30905.94,31084.11,30912.36
stockZ,43746.68,42613.14,47098.15,45610.35
stockE,38932.05,30947.09,54533.68,40436.56
stockQ,46601.03,46450.15,46779.08,46576.85
stockV,25637.44,20869.21,32641.68,31318.87
stockV,26287.51,17013.50,51950.81,47013.05
stockE,51715.30,24604.77,54702.25,44431.83
stockD,47784.42,43735.70,48840.75,48145.56
stockN,24059.63,20942.01,32105.36,25155.73
stockM,54337.59,44245.31,60435.30,49323.24
stockE,49808.01,39734.69,53855.57,51360.98
stockG,48227.18,39960.12,48677.59,45030.47
stockT,26158.21,22208.86,45307.72,29924.77
stockD,38128.73,38057.75,38440.72,38114.38
stockA,42583.89,28559.97,45228.65,31217.74
stockC,29294.69,26606.91,45312.15,43718.50
stockX,50402.12,47907.25,51095.73,50324.38
stockW,37413.63,36956.00,47254.00,43369.60
stockW,47438.91,46056.72,50438.29,49632.59
stockX,33748.37,26232.55,35252.75,34320.90
stockB,36568.60,36285.81,37495.24,37246.48
stockY,34268.21,32781.25,36420.12,34130.51
stockC,47158.85,46946.13,50144.25,48845.50
stockQ,35193.68,27202.79,37958.70,37699.52
stockP,52932.66,51997.52,58734.30,57662.74
stockH,56696.40,45515.09,59586.59,55654.43
stockO,33535.81,32897.27,34438.42,33565.25
stockD,43059.49,41642.51,51189.44,45582.48
stockL,40321.73,36691.29,43230.95,37974.43
stockO,38710.55,38687.93,39038.38,38768.61
stockQ,36446.12,36198.74,37692.33,37607.26
stockA,28659.32,25524.30,35433.13,29779.61
stockW,51991.44,35883.33,55440.86,48721.81
stockB,48119.74,39836.65,59914.75,57624.11
stockI,36184.68,35256.54,48943.78,46163.17
stockD,39639.07,35883.51,41049.94,37038.15
stockA,33872.42,31776.64,41632.35,32379.12
stockE,28372.94,25966.73,52733.52,40425.14
stockQ,27391.09,25670.71,29060.32,25922.80
stockN,21805.97,16847.28,41225.97,20556.26
stockR,46810.27,44289.83,51533.47,51474.43
stockM,35844.16,34863.81,38077.68,38029.98
stockL,32240.76,31332.22,32714.15,32101.62
stockL,42311.07,33711.33,49513.70,41238.25
stockR,15352.57,12862.16,31785.39,15882.97
stockD,31872.41,25736.65,37398.63,28318.43
stockB,52076.79,50644.49,54328.46,53688.66
stockE,11399.08,8946.74,52979.46,33631.88
stockB,41360.46,33051.82,41645.02,40642.38
stockB,35294.07,35113.46,37441.76,37397.91
stockZ,27200.97,26570.41,27308.43,26787.20
stockM,35996.78,35845.97,37496.82,36418.87
stockZ,44688.66,44651.71,45171.18,44720.06
stockT,34679.45,23868.68,38854.29,37616.24
stockW,49587.29,31971.64,52895.25,40092.75
stockM,37802.28,33537.81,38847.00,34452.21
stockY,44767.22,39841.42,53079.27,51710.68
stockV,33934.51,33906.29,34065.97,34008.45
stockG,34278.02,24023.29,40102.84,26261.17
stockB,32395.69,29960.83,44008.62,30856.38
stockL,53047.58,42506.03,57778.50,54838.93
stockY,33628.66,13992.40,56149.56,23557.05
stockR,39900.68,37504.79,45686.40,43318.50
stockG,36671.08,36573.98,38790.96,37783.78
stockJ,38676.97,30161.55,42341.45,30846.52
stockJ,34792.55,34523.29,39049.17,37933.78
stockO,47451.22,38352.79,56912.00,42508.93
stockH,32030.25,31638.01,48190.33,33790.83
stockX,38030.83,11897.41,39833.21,21069.02
stockI,42034.52,33574.26,44820.75,39362.44
stockH,37451.00,35470.29,45284.19,41100.86
stockW,39391.69,31258.59,59626.27,48321.84
stockT,59889.16,33539.79,67821.92,36492.09
stockM,33126.51,31158.87,37180.86,36297.86
stockA,32917.15,11466.13,35019.99,23884.74
stockO,31335.19,25670.20,40451.02,29763.33
stockE,34997.44,30601.05,45282.16,38330.88
stockL,46417.00,44162.73,47779.48,46338.60
stockO,43356.03,42465.67,46138.06,44781.75
stockW,48333.37,31993.12,49168.85,37075.37
stockB,38391.45,35718.22,44469.89,44199.06
stockC,40312.32,17828.04,48545.47,33871.30
stockR,60293.77,35181.99,69616.77,66465.79
stockB,48692.17,44681.55,60444.60,45606.19
stockS,34125.83,31802.19,45736.17,39918.78
stockO,57067.07,38745.03,57529.25,55684.15
stockB,17059.10,15969.97,19691.81,18391.44
stockI,41184.35,40774.22,42066.16,41195.17
stockA,34886.92,32705.19,47274.12,35144.59
stockG,43305.40,37273.63,45895.24,43563.84
stockU,38421.64,36733.99,40666.91,38893.57
stockR,49786.74,36268.69,54234.30,46459.47
stockV,45678.26,39270.78,47306.48,45874.88
stockI,41825.65,41506.77,47434.26,43089.52
stockP,38228.74,35697.81,40621.19,38941.73
stockM,53280.29,46581.56,63710.10,47850.50
stockL,49847.18,39335.83,53897.43,53021.62
stockZ,39420.90,34743.90,46356.13,38878.28
stockR,27967.27,25800.08,33335.80,26332.16
stockZ,32367.16,20073.17,45583.09,30839.56
stockZ,22670.87,20468.94,49831.19,29246.06
stockN,51329.43,48052.52,53854.02,50740.61
stockO,45970.84,28987.74,48687.31,43502.24
stockH,49157.48,48403.85,60280.48,59125.28
stockZ,31850.08,10892.77,41790.51,36731.46
stockB,22178.47,16191.18,32423.73,21887.11
