stock,open,low,high,close,timestamp
stockW,29603.53,27865.29,41749.89,29000.69,01:00:54.478
stockR,22117.83,7893.80,67508.02,21030.33,01:01:00.470
stockH,39644.08,33045.05,44179.55,38387.94,01:01:13.564
stockF,23498.45,22730.78,30881.44,24792.33,01:01:21.117
stockK,37201.81,33823.77,38298.75,34681.49,01:01:25.004
stockI,34021.70,30272.01,37859.66,31111.72,01:02:05.138
stockE,45801.82,35935.71,64720.67,58812.25,01:02:09.484
stockI,36847.92,28271.24,46791.21,35382.51,01:02:36.560
stockR,50233.29,49582.46,50245.67,50243.43,01:02:36.705
stockG,54605.92,44533.35,55826.50,52245.12,01:02:36.804
stockD,36357.78,31251.44,46069.74,43738.75,01:02:45.283
stockA,52201.58,50970.26,58491.63,55427.40,01:02:45.983
stockT,27400.41,23334.45,37325.95,26937.57,01:02:49.268
stockW,50613.95,49162.33,55441.54,49872.23,01:02:57.749
stockF,40677.19,40459.21,46344.24,40572.06,01:02:58.621
stockM,40094.29,33093.78,49757.76,35345.03,01:02:58.882
stockF,45048.03,16947.03,46119.69,21399.32,01:03:00.403
stockD,23381.24,22960.56,26329.44,23354.71,01:03:05.761
stockF,41132.38,33765.93,55843.74,41185.83,01:03:15.977
stockI,52642.20,50089.46,53575.41,51301.20,01:03:24.237
stockN,37239.55,36666.95,38851.93,38439.97,01:03:35.265
stockO,28733.70,27101.41,29544.13,29170.68,01:03:45.187
stockD,30835.27,25121.92,32199.60,31827.10,01:03:51.701
stockR,41941.64,38823.21,45538.61,41434.92,01:04:02.994
stockE,27522.16,16310.81,39330.64,20439.96,01:04:06.273
stockG,30493.80,28738.69,31855.81,29185.54,01:04:07.944
stockV,40283.46,35780.09,44955.43,41289.34,01:04:11.242
stockK,29566.24,28866.70,35288.70,31370.20,01:04:28.893
stockK,47710.89,44363.53,50667.25,48308.06,01:04:49.586
stockT,36225.29,34955.21,43388.25,42533.78,01:04:53.252
stockA,26705.35,26139.38,30295.06,27885.77,01:04:53.423
stockM,40855.03,37515.57,52514.75,46281.74,01:05:04.437
stockS,37114.91,28339.53,46212.98,42529.16,01:05:13.743
stockI,35489.94,35404.83,35685.41,35556.95,01:05:26.431
stockV,42273.23,37745.51,55646.21,51644.62,01:05:46.752
stockA,28618.12,20409.37,39847.11,25728.82,01:05:50.709
stockG,36477.14,21009.43,38756.86,23744.43,01:05:50.956
stockB,42526.58,41150.11,61522.00,58307.13,01:05:55.827
stockV,32763.11,30733.44,58577.82,44157.15,01:06:17.031
stockI,21284.94,20415.67,35949.67,23876.23,01:06:20.592
stockH,35903.38,27009.15,38790.87,33875.12,01:06:23.862
stockC,51305.37,44201.04,55073.37,51593.53,01:06:24.096
stockO,35998.48,15602.68,44382.30,21073.06,01:06:32.839
stockQ,32807.76,32430.31,50678.80,40610.82,01:06:42.270
stockI,37546.34,34584.04,54481.45,37207.98,01:06:52.911
stockU,45693.16,37071.57,56915.52,49549.85,01:06:53.026
stockU,36253.29,34784.55,46232.22,38408.45,01:07:00.581
stockY,29289.51,28455.63,41163.89,40490.82,01:07:01.653
stockG,59345.53,45610.88,62216.86,55090.51,01:07:03.757
stockQ,45348.03,34382.92,50759.39,37117.97,01:07:16.259
stockV,34600.91,33191.40,46520.96,35361.90,01:07:22.747
stockJ,36123.56,35479.20,38558.70,35601.06,01:07:30.741
stockL,48603.52,30270.78,56281.59,40858.74,01:07:31.391
stockP,32946.32,28457.38,33317.73,28523.33,01:07:32.602
stockB,40073.35,27875.42,44600.41,38365.61,01:07:44.905
stockS,33932.26,33184.56,42125.39,39129.87,01:07:48.300
stockM,23480.32,21054.20,40179.87,37998.65,01:08:02.868
stockO,45628.46,38167.26,47030.81,40795.24,01:08:07.705
stockY,34998.79,22524.53,43769.03,34772.16,01:08:11.811
stockG,30286.76,26028.32,39645.47,27479.87,01:08:41.163
stockV,44154.86,43222.27,45097.49,44416.93,01:08:45.020
stockJ,40075.40,20149.17,44468.86,26079.50,01:08:48.274
stockL,49213.22,37774.97,68184.70,45046.92,01:08:51.729
stockZ,42763.99,42649.29,45960.58,45769.02,01:09:08.540
stockG,51386.39,31142.11,58002.41,35216.29,01:09:17.014
stockH,37359.25,33626.93,42559.08,34252.81,01:09:20.347
stockA,25653.23,25362.15,26232.65,25823.57,01:09:25.997
stockG,28518.89,23939.14,30207.77,25683.55,01:09:26.440
stockA,34515.60,33686.62,34806.26,34198.71,01:09:46.320
stockD,45013.55,40504.78,45354.15,41075.46,01:09:47.536
stockQ,51298.07,22864.61,52072.17,24687.36,01:09:51.429
stockE,50626.46,43504.47,51418.99,51413.28,01:09:59.162
stockT,47561.66,46892.46,47888.14,47326.81,01:10:03.301
stockQ,41875.05,25470.16,45556.42,43658.43,01:10:05.693
stockR,51098.12,36821.77,58207.84,37308.88,01:10:06.256
stockN,31271.25,27556.92,41974.33,41781.44,01:10:08.372
stockD,30447.08,30111.83,45806.38,35114.86,01:10:27.457
stockE,36144.71,24936.02,52420.45,35663.13,01:10:32.999
stockK,43511.44,24436.09,44666.35,28861.45,01:10:40.646
stockR,44339.22,37820.64,62457.89,57620.44,01:10:41.781
stockB,43402.54,35928.55,48196.29,37520.38,01:10:41.846
stockP,31980.95,29782.59,32457.38,30331.26,01:10:49.632
stockF,37210.87,32099.73,42723.12,41811.09,01:11:13.059
stockS,40383.78,35495.34,46949.32,42025.06,01:11:17.813
stockB,36469.78,19915.68,50882.67,21611.92,01:11:22.251
stockF,42610.13,41246.69,48173.66,41477.00,01:11:26.818
stockE,50538.23,48755.70,51969.05,51914.89,01:11:34.005
stockX,33479.60,27022.42,33517.12,31001.23,01:11:51.987
stockN,19192.43,17974.83,38973.44,21540.79,01:12:00.036
stockC,30321.88,29294.72,31657.81,29756.72,01:12:27.044
stockQ,48259.48,23183.71,48985.32,45138.24,01:12:28.739
stockM,23761.16,21020.21,32411.93,26177.70,01:12:47.608
stockQ,34419.36,25694.85,38131.85,28339.25,01:13:03.123
stockD,45598.33,41831.04,53334.22,45584.09,01:13:03.839
stockK,34793.19,34395.69,35332.77,34967.85,01:13:06.370
stockF,32658.62,27510.69,33143.19,32462.55,01:13:10.440
stockT,31288.99,27306.13,32409.15,30096.60,01:13:17.142
stockZ,33820.13,23257.14,57840.29,26459.23,01:13:33.800
stockP,51130.51,49512.16,57006.73,51130.88,01:13:43.525
stockX,47330.91,45764.90,50543.63,49510.58,01:13:49.516
stockF,26321.82,18615.22,34710.05,26440.68,01:14:32.090
stockT,51686.27,34428.82,52858.08,51512.34,01:14:55.293
stockO,21270.06,18406.59,24118.78,19729.60,01:15:04.672
stockO,40261.96,34956.04,50590.94,42148.43,01:15:52.786
stockJ,43976.26,24196.87,46917.25,39132.36,01:16:01.869
stockY,35690.33,20695.98,40827.39,20891.26,01:16:41.099
stockO,36077.91,27454.60,39149.98,37423.46,01:16:41.522
stockV,30184.82,27504.20,50894.14,38812.98,01:16:42.824
stockB,45658.98,43734.25,49788.43,49389.42,01:16:43.713
stockH,34964.01,21696.70,44961.96,30177.27,01:16:50.029
stockP,28116.77,23871.45,37404.56,29818.68,01:16:58.075
stockR,47164.98,46000.58,52331.85,51494.60,01:17:10.451
stockU,24351.19,19064.01,32670.02,31332.10,01:17:11.239
stockU,45108.54,37335.65,50711.98,50151.03,01:17:21.775
stockK,46181.34,43804.81,49422.89,46427.37,01:17:24.497
stockF,24251.78,18917.84,30256.30,25552.64,01:17:27.469
stockD,41045.54,37357.36,43333.62,39463.38,01:17:31.115
stockU,30521.48,30183.60,31354.44,31097.37,01:17:33.952
stockF,46145.96,38786.41,47337.61,47089.48,01:17:41.847
stockP,50706.20,50677.63,52229.33,51200.64,01:17:46.305
stockE,27980.53,26914.32,33571.15,29050.19,01:18:01.964
stockG,54580.66,18793.64,54702.29,49746.93,01:18:02.152
stockG,37066.41,34557.78,38067.06,34639.01,01:18:03.701
stockC,41575.71,37618.83,46123.37,42000.60,01:18:31.686
stockB,48870.72,39349.76,50378.44,48192.20,01:19:02.965
stockW,39620.91,39585.09,39728.98,39718.67,01:19:13.815
stockR,35078.30,26643.01,38882.65,33123.94,01:19:20.937
stockU,30749.43,15250.12,60226.69,33862.40,01:19:50.876
stockZ,35216.11,33313.95,48129.30,34063.89,01:20:03.233
stockI,44208.95,43721.05,44231.49,43923.41,01:20:03.640
stockS,41292.15,36659.68,45958.95,45890.75,01:20:20.595
stockQ,25627.05,24385.21,26830.85,25541.85,01:20:32.531
stockQ,34564.10,31150.10,39266.14,31755.18,01:20:41.492
stockP,56755.91,37992.60,65113.44,61240.26,01:20:44.016
stockU,41715.53,39477.85,50359.42,47275.53,01:20:44.331
stockU,37196.94,29956.53,40000.12,39834.76,01:20:47.683
stockD,51517.95,44493.86,51821.52,47885.07,01:21:13.223
stockB,39674.65,8487.48,54919.50,26251.83,01:21:17.039
stockA,48309.50,45616.73,54768.16,54273.21,01:21:19.878
stockS,39988.74,37759.04,49967.71,42254.80,01:21:27.757
stockO,48167.01,47574.64,51047.30,50054.46,01:21:42.603
stockL,54259.37,54227.91,54276.85,54263.10,01:21:50.533
stockQ,34926.01,20135.48,43787.51,32127.21,01:21:58.204
stockE,44123.97,35777.70,49735.62,44133.03,01:21:58.768
stockN,49917.88,45942.77,54158.85,49740.51,01:21:59.912
stockM,30267.19,24119.41,38152.72,24858.44,01:22:17.257
stockD,48575.35,48512.50,48587.80,48564.12,01:22:19.516
stockV,42938.48,39708.58,43000.12,41576.95,01:22:25.669
stockL,31750.64,17827.53,37889.79,33185.39,01:22:36.550
stockB,55783.53,29386.82,61022.72,32986.55,01:23:13.341
stockU,46653.55,38803.23,49940.18,40903.04,01:23:29.454
stockQ,36304.25,36273.15,36535.04,36286.47,01:23:33.253
stockJ,33883.27,32364.98,34932.98,34360.14,01:24:08.150
stockN,41877.00,40120.98,49822.77,40616.15,01:24:12.556
stockQ,43746.66,36831.95,49487.93,48424.18,01:24:18.750
stockP,31338.55,26845.39,52524.75,38741.67,01:24:45.813
stockB,54742.18,50817.96,56230.95,50896.25,01:24:49.646
stockX,38754.68,38449.35,51525.67,44672.49,01:24:52.654
stockJ,29297.48,15799.84,30933.39,16426.32,01:25:02.567
stockT,25846.12,22808.59,36657.23,31169.18,01:25:08.693
stockZ,35853.13,31649.26,42316.85,36411.80,01:25:13.429
stockJ,35157.21,33409.16,38329.84,34319.18,01:25:21.941
stockW,42302.37,42152.80,52622.39,43313.91,01:25:23.554
stockB,32473.68,28960.23,43104.52,40457.07,01:25:49.090
stockC,35889.21,31208.13,36028.00,32805.15,01:25:49.608
stockV,43792.93,43221.31,44347.47,44204.96,01:25:50.522
stockI,33629.30,26440.77,41259.92,35552.31,01:26:13.754
stockO,46436.82,39550.52,50322.71,39557.90,01:26:18.474
stockM,36766.06,36712.06,37061.50,36794.99,01:26:24.324
stockK,40680.38,26641.96,42194.36,33601.98,01:26:37.523
stockA,46139.05,45505.31,47623.83,46638.90,01:26:37.766
stockM,29629.55,28388.73,48962.89,47254.26,01:27:01.283
stockI,45131.51,37038.32,51464.36,48939.47,01:27:13.024
stockN,46713.63,29816.47,50834.52,45979.92,01:27:39.491
stockA,25025.79,16486.61,29153.83,21840.74,01:27:39.728
stockI,38560.50,32122.66,41237.10,40289.56,01:28:04.964
stockV,27907.02,24463.21,35132.81,31815.81,01:28:10.887
stockV,39435.60,30118.33,44127.41,42449.56,01:28:13.644
stockS,46490.62,42639.88,49765.09,47197.05,01:28:13.908
stockV,35593.56,29387.57,56836.03,33867.48,01:28:32.950
stockO,32430.06,30559.38,38883.25,37019.33,01:28:33.555
stockK,38005.35,29837.15,48993.77,38993.94,01:28:38.226
stockM,46313.24,43642.50,47844.59,46252.57,01:28:59.056
stockO,31749.47,30647.30,48961.80,41093.00,01:29:01.902
stockS,53528.54,20808.59,55673.61,49655.19,01:29:05.121
stockG,44527.37,25271.83,48764.48,34274.11,01:29:05.830
stockP,56283.53,47235.90,59766.74,47917.57,01:29:05.833
stockC,35774.64,33114.89,42404.08,34375.31,01:29:07.037
stockF,48938.17,24215.13,60650.28,36218.57,01:29:07.125
stockG,36804.45,31535.84,41168.77,32245.09,01:29:25.165
stockY,29345.76,28357.81,34916.02,28688.91,01:29:27.226
stockU,34443.31,31556.85,42041.24,36541.31,01:29:38.601
stockL,51352.68,38938.67,57136.35,53097.57,01:29:46.884
stockF,50585.64,36519.02,54700.88,47564.39,01:30:01.101
stockS,35844.50,27816.70,39486.57,35455.20,01:30:03.528
stockL,31382.36,30774.03,32726.22,31403.82,01:30:26.412
stockT,33793.29,29135.25,44147.05,38655.23,01:30:28.616
stockJ,41720.58,20976.94,46109.13,42782.57,01:30:33.350
stockE,31382.31,22026.82,49474.57,25615.05,01:30:41.757
stockJ,44173.49,41776.25,44300.08,42274.38,01:30:48.778
stockE,39109.46,34863.18,48232.13,44440.20,01:31:01.359
stockT,32791.35,29094.56,64455.05,64118.63,01:31:03.214
stockL,48286.32,43357.87,53218.69,51396.61,01:31:08.554
stockA,62300.37,36504.60,63567.87,57170.50,01:31:14.952
stockT,35300.16,20012.81,36569.66,32939.04,01:31:18.725
stockW,35876.75,30147.35,43164.42,42809.40,01:31:19.731
stockO,36574.94,36002.38,37113.38,36224.37,01:31:27.290
stockV,61914.72,38956.50,66858.52,64186.62,01:31:32.496
stockL,38753.55,36324.42,48581.69,36509.71,01:31:36.965
stockK,17879.75,12601.98,25364.24,15523.14,01:31:46.953
stockH,57091.61,47668.85,57680.97,53586.52,01:31:52.179
stockY,15362.90,9487.89,23197.96,22124.96,01:32:05.246
stockW,44314.72,27805.43,45569.12,33292.92,01:32:29.395
stockK,42184.18,27241.89,42720.95,27845.68,01:32:37.474
stockH,35034.60,30939.70,65508.09,51963.32,01:32:40.950
stockD,38113.69,33703.51,54386.30,37960.44,01:32:45.908
stockZ,44577.97,42707.91,45880.91,44562.47,01:32:46.555
stockE,43882.26,38242.79,44858.91,38746.22,01:32:48.484
stockV,28340.11,26294.62,30079.18,26634.94,01:32:57.667
stockK,31960.80,31891.23,41215.75,35595.52,01:32:59.497
stockL,32236.14,32230.53,32421.26,32374.81,01:33:12.949
stockA,27097.88,24378.61,36606.41,36465.57,01:33:18.536
stockX,28774.99,19975.76,44841.77,37997.95,01:33:39.755
stockE,40357.53,36791.93,56731.34,39705.63,01:33:46.722
stockW,48380.87,42185.59,48833.62,42633.95,01:33:53.162
stockY,38202.67,36711.91,45626.56,42572.18,01:34:01.656
stockP,40703.26,39275.82,45696.89,42661.87,01:34:14.494
stockW,45718.73,42037.72,50220.70,44529.62,01:34:20.719
stockA,30089.50,27827.25,34776.75,31211.00,01:34:21.455
stockM,35733.82,30295.91,41592.70,30585.39,01:34:24.326
stockX,50896.80,43129.62,55180.15,44372.86,01:34:41.360
stockF,49920.04,44963.77,51810.78,46717.17,01:34:45.900
stockX,46611.58,46465.16,48738.99,48013.48,01:34:51.856
stockZ,55488.36,46966.76,61095.21,58852.23,01:34:56.474
stockK,35079.66,29422.94,42147.40,33291.65,01:35:13.598
stockY,39391.94,31023.41,54174.38,38973.25,01:35:26.298
stockZ,35821.25,29267.38,45902.31,34860.36,01:35:36.447
stockF,42450.54,39221.22,55751.30,39473.84,01:35:49.024
stockO,42920.08,37714.21,51627.81,38655.01,01:35:51.417
stockS,41051.18,37045.36,66540.64,41102.38,01:36:03.997
stockI,21729.37,21180.08,46221.40,39218.51,01:36:07.292
stockD,34366.16,33429.12,36972.74,35211.76,01:36:09.601
stockP,39913.41,36521.05,41366.60,39394.73,01:36:23.107
stockX,33628.39,19950.91,39154.43,34440.17,01:36:35.098
stockZ,40216.85,32561.47,47778.11,46786.91,01:36:42.119
stockN,33546.81,32872.41,41864.09,33203.33,01:36:44.314
stockI,67850.73,28368.87,72038.09,57497.46,01:36:49.576
stockB,30878.26,29894.26,34350.28,34193.28,01:36:53.183
stockX,40095.33,21332.68,53684.96,27464.49,01:37:07.455
stockK,47169.82,42431.09,59591.04,57107.76,01:37:08.235
stockA,53915.23,35215.19,59709.00,39691.79,01:37:17.314
stockE,40179.92,40116.01,40504.57,40208.19,01:37:21.307
stockH,30039.81,29752.15,30155.03,29811.68,01:37:23.146
stockL,32672.34,27294.08,58629.22,29974.40,01:37:40.277
stockD,57841.23,27825.67,60786.79,40418.14,01:38:01.574
stockC,33120.67,32757.47,38008.21,33795.01,01:38:11.987
stockA,55914.50,55071.75,60543.63,55983.17,01:38:15.106
stockT,29516.23,18551.48,30463.77,21393.91,01:38:22.601
stockG,36519.87,35036.65,41609.84,35870.10,01:38:28.153
stockZ,32006.85,29773.41,33639.78,29816.23,01:38:32.593
stockW,31153.12,30481.76,35863.13,35416.84,01:38:50.355
stockM,44026.62,27616.58,48599.92,45034.04,01:39:23.048
stockY,22507.47,21525.94,26788.67,23858.71,01:40:21.382
stockM,48926.22,40076.13,55563.74,44848.50,01:40:23.334
stockF,61192.56,34489.20,75625.83,49245.16,01:40:24.214
stockO,36291.35,23310.07,38198.79,25471.66,01:40:31.993
stockN,37954.88,37404.82,40461.16,39220.66,01:40:56.630
stockT,50275.97,44654.17,50837.77,50047.24,01:41:00.521
stockL,44700.93,27343.54,48142.55,42446.79,01:41:10.911
stockG,51485.17,43491.99,65191.51,45041.04,01:41:13.170
stockH,34461.14,31769.51,35344.41,33814.43,01:41:21.308
stockB,28568.59,23567.27,29619.47,25299.27,01:41:36.544
stockN,48659.95,48336.44,48956.45,48918.23,01:41:48.806
stockV,39145.69,33003.73,42361.93,34389.72,01:41:50.109
stockU,37366.58,28126.63,47872.57,32901.08,01:41:57.163
stockZ,25252.86,14944.72,43236.79,26391.86,01:42:04.239
stockV,42215.04,33529.15,43849.06,41934.75,01:42:07.430
stockQ,20236.21,20168.05,21174.37,20806.53,01:42:13.150
stockT,41301.62,38882.23,43362.25,42000.51,01:42:13.558
stockL,45694.11,44694.82,46122.90,45499.01,01:42:31.105
stockX,34311.50,34014.57,35768.34,34578.81,01:42:31.219
stockZ,14644.73,6542.29,58536.92,48261.08,01:42:32.985
stockO,30499.75,19627.09,54593.71,41414.20,01:42:34.995
stockX,52212.25,51782.80,53686.61,53183.55,01:42:44.990
stockL,35446.25,31290.85,44395.43,43683.19,01:42:52.329
stockY,49433.01,44737.55,56939.95,53665.21,01:42:56.724
stockH,42881.62,40647.42,47576.64,46245.52,01:43:03.649
stockO,28066.19,27777.92,31802.93,29047.81,01:43:09.453
stockJ,48887.53,48852.81,49261.53,49047.83,01:43:16.814
stockT,36977.92,30011.11,40869.21,39935.23,01:43:37.568
stockT,32794.28,32361.91,60191.57,33575.32,01:43:45.569
stockB,52173.68,36093.14,55250.01,47715.20,01:44:08.682
stockY,38024.45,37813.40,40734.15,38849.86,01:44:24.578
stockN,37998.81,36903.88,42604.97,41851.50,01:44:27.958
stockH,34822.64,32091.01,39433.59,35437.05,01:44:43.168
stockH,31832.22,12753.17,58759.30,45281.09,01:44:45.948
stockX,14263.80,4802.06,27897.15,24969.31,01:44:50.456
stockQ,39470.84,38982.90,43631.08,40140.55,01:45:01.908
stockZ,38632.81,666.63,42330.49,23816.47,01:45:07.506
stockG,31063.15,26976.06,37216.75,32261.52,01:45:07.862
stockF,32852.79,31809.02,36921.56,36861.22,01:45:11.885
stockU,41751.73,39118.97,43836.57,39978.31,01:45:21.254
stockB,33132.52,30272.57,35303.81,33118.78,01:45:25.078
stockQ,39021.69,35840.44,44519.13,42421.80,01:45:47.539
stockW,35910.84,34469.19,35928.28,35678.04,01:46:07.455
stockI,50702.22,42351.46,58604.40,56147.32,01:46:23.327
stockE,50342.73,23186.31,50446.47,35085.24,01:46:26.492
stockQ,15580.18,12612.58,45282.23,21807.52,01:46:33.770
stockB,48423.36,43189.25,65780.33,63049.08,01:46:35.991
stockZ,27615.32,26354.95,33113.56,32914.63,01:46:45.843
stockU,36745.94,32910.74,36784.41,36144.40,01:47:01.717
stockP,32286.42,28722.44,40617.14,29414.14,01:47:05.354
stockY,29267.68,20667.49,34017.46,30219.65,01:47:11.489
stockY,56809.87,52331.05,57774.70,54602.16,01:47:12.540
stockT,36276.45,23710.85,39775.01,27664.24,01:47:26.921
stockE,40094.40,39590.49,40234.80,39615.94,01:47:29.413
stockK,42793.10,39385.33,46916.14,46779.15,01:47:30.046
stockJ,26846.93,26783.22,40514.84,35443.60,01:47:45.975
stockT,54803.42,45993.99,59482.35,46847.92,01:47:59.421
stockR,29277.80,15476.55,36770.99,33168.92,01:48:03.301
stockT,35879.83,31829.13,68753.39,46287.46,01:48:11.016
stockC,36124.31,31489.48,44592.54,38547.87,01:48:25.617
stockA,47595.70,33677.61,53206.05,44548.81,01:48:49.057
stockT,47787.27,47079.44,47954.29,47147.82,01:48:50.032
stockM,25511.37,24583.11,27006.16,25675.61,01:48:54.840
stockP,35060.22,31695.89,35108.01,33806.26,01:48:56.195
stockY,38055.29,37955.79,41042.49,40253.36,01:48:58.518
stockZ,23457.19,14024.75,47734.56,26990.98,01:49:12.812
stockU,45949.48,32639.59,53206.43,48436.22,01:49:28.065
stockF,44444.39,42430.02,50485.19,47336.10,01:49:35.447
stockF,29737.38,18033.72,30648.53,19454.50,01:49:54.093
stockX,34233.92,32297.12,37446.92,33341.30,01:49:54.572
stockI,61193.85,21468.67,63711.50,47359.78,01:50:20.922
stockI,50894.93,50557.62,52672.34,50825.68,01:50:35.496
stockI,28615.28,28177.81,45119.99,31561.18,01:50:42.046
stockC,38994.59,38453.10,39977.85,39274.34,01:51:02.095
stockP,44259.00,44105.47,44298.85,44154.67,01:51:06.595
stockW,24536.39,13931.95,34716.26,19164.82,01:51:11.025
stockW,47331.11,45797.38,49032.50,45937.83,01:51:11.852
stockW,45698.76,42285.43,58428.50,54821.18,01:51:12.935
stockN,33404.33,24144.47,53260.74,34306.18,01:51:22.396
stockW,41975.72,32824.56,48062.08,37730.19,01:51:29.973
stockK,40571.35,38016.71,43124.73,38363.10,01:51:38.369
stockN,36758.88,27612.95,38908.73,37710.17,01:51:47.540
stockS,35034.78,34717.49,35069.44,34797.51,01:51:51.920
stockQ,42552.70,42432.05,43837.28,42858.80,01:51:57.431
stockM,23900.80,22357.09,32962.64,25234.54,01:52:14.472
stockQ,31572.35,26484.25,42605.01,41540.98,01:52:16.685
stockR,29610.66,20767.93,34893.60,33854.12,01:52:30.158
stockX,43614.81,41995.07,44951.92,42714.56,01:52:35.760
stockY,55588.75,25224.15,66167.08,43286.40,01:52:45.881
stockE,35610.89,28773.02,43656.39,39372.10,01:52:45.991
stockD,33210.04,26035.56,33499.86,33023.42,01:52:46.709
stockN,28215.10,23005.60,30816.39,30054.19,01:53:05.078
stockY,34729.80,34036.21,42265.74,41066.17,01:53:05.825
stockS,28081.42,28073.17,34939.37,33571.35,01:53:51.767
stockY,47772.34,45884.51,48139.63,46155.88,01:54:11.687
stockO,40951.38,32571.04,48920.71,39586.30,01:54:21.601
stockB,40088.67,39529.21,41523.47,40674.64,01:54:41.036
stockO,45959.42,42456.43,54594.60,42902.63,01:54:47.312
stockG,40410.19,37953.30,41482.94,38244.93,01:54:59.553
stockJ,29122.13,27727.21,34706.16,30611.20,01:55:34.563
stockJ,37376.65,31409.00,42585.84,41686.38,01:55:38.126
stockM,59776.67,51042.90,59938.00,58448.43,01:55:40.715
stockF,45946.85,26233.98,50797.87,34754.81,01:55:58.962
stockC,19973.99,19772.79,33639.90,21982.89,01:56:04.502
stockJ,33425.42,30055.12,43559.40,38254.55,01:56:06.965
stockZ,54612.93,53781.10,58456.29,55859.75,01:56:22.067
stockC,37242.01,25438.52,39610.17,26313.66,01:56:27.024
